"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3782","Delete API Request in playwright api testing","chromium","Tue Nov 25 03:05:47 IST 2025","passed","Tue Nov 25 03:05:51 IST 2025","","Delete_APi_Request_09.spec.js","",""
